authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Francesco Abbruzzese,2011-07-18T09:10:00.957Z,"MVC Controls Toolkit is a complete set of advanced server controls for MVC 3 and MVC 2 ranging from a templated edit-on line datagrid to date-picker and custom formatted textboxes, supporting client validation and globalization. MVC Controls Toolkit makes it easier to define new complex controls for MVC without defining custom binders to read back the input from the Controls because each control enables the MVC engine to call its own handler to bind properly the input to the view model. Thus, there is no need to adapt the controller to a control or to define ad hoc controllers.",MVC3ControlsToolkit,False,2014-06-28T02:26:57.853-07:00,True,MVC Controls Toolkit is a complete set of advanced server controls for MVC 3 and MVC 2,"Mvc,controls,helpers",23329,False,1.2.0
Marcus Lindblom,2011-07-10T10:02:47.337Z,The Folder Browser is a custom property type with a popup dialog that lets the editor browse the directory structure in all EPiServer file systems available on the site.,Meridium.FolderBrowserProperty,False,2011-07-10T03:02:47.337-07:00,True,,EPiServer,454,False,1.0.0
Brad Wilson,2011-07-14T20:55:42.953Z,Sample code from Chapter 13 of the Professional ASP.NET MVC 3 book by Wrox,Wrox.ProMvc3.ExtendingMvc,False,2011-07-14T13:55:43.177-07:00,True,,,1751,False,3.0.0
John Sheehan,2011-07-12T05:25:58.743Z,JWT (JSON Web Token) Implementation for .NET (Public Domain),JWT,False,2018-03-23T19:00:15.177+00:00,True,,"jwt,json",927634,False,1.0.0
"Chad Myers,Jeremy D. Miller,Joshua Flanagan",2011-07-11T15:22:16.987Z,Support for using the ASP.NET WebForms view engine within a FubuMVC application.,FubuMVC.WebForms,False,2013-08-06T05:45:02.56-07:00,True,,"webforms,fubumvc",55171,False,0.9.1.524
Simon Cropp,2011-07-09T10:14:34.97Z,Uses IL weaving to change all members to virtual.,Virtuosity,False,1899-12-31T16:00:00-08:00,False,,"Virtual,ILWeaving,Runtime,Proxy,Mocking",-1,False,1.3.0
Outercurve Foundation,2011-07-14T20:13:05.017Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.",MvcContrib.Mvc3-ci,False,2012-03-26T15:33:39.867-07:00,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.",mvc,243175,False,3.0.78
Outercurve Foundation,2011-07-12T22:22:45.29Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",MvcContrib.Mvc3.WatiN-ci,False,2012-03-26T15:33:54.24-07:00,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",,23824,False,3.0.77
Amir Barylko,2011-07-13T16:59:28.84Z,Common utilities and extension classes used by MavenThought projects,maventhought.commons,False,2012-06-26T16:51:19.13-07:00,True,Common utilities and extension classes used by MavenThought projects,"patterns,enumerable,extensions",4281,False,0.9.5
Tatham Oddie and Jamal Abreu,2011-07-14T01:30:39.64Z,"High performance, distributed unique id generator for Azure environments.",SnowMaker,False,2013-10-08T16:03:09.38-07:00,True,,Azure,44267,False,1.0.0.8
Joe Wasson,2011-07-18T17:51:34.237Z,Glimpse plugin that provides tracing of SQL commands executed by Passive.,Passive.Glimpse,False,2011-07-18T10:51:34.697-07:00,True,"A peek into ""dynamic"" data access framework for .NET 4.0.","glimpse,db,data-acccess,database,talljoe,sql,.net40",2276,False,0.2.0
"Chad Myers,Jeremy D. Miller,Joshua Flanagan",2011-07-14T22:32:51.83Z,"A compositional, convention-based framework for complex web applications.
		This package allows you to quickly create a new FubuMVC web application. If you just want to reference
		the FubuMVC libraries without the guidance, use the FubuMVC.Lib package instead.",FubuMVC,False,2013-12-16T12:00:59.923-08:00,True,,"web,framework,mvc",55747,False,0.9.1.528
Simon Childs,2011-07-15T20:25:40.21Z,Allows views to be added to one directory without the need to create action results or routes. Useful for when front end designers what to be able to add pages without having to create controllers / action results or adding custom routes,DesignerPages,False,2011-07-17T08:09:44.227-07:00,True,,"ASP.NET,MVC,Routing",1666,False,1.1.1
Mike Hanson,2011-07-19T20:08:16.767Z,Toolkit to make automated testing of applications with the Windows Automation APIs easier.  Includes a Fluent Automation API.,WATKit,False,2011-07-29T11:22:50.193-07:00,True,,"UI,Automation,Testing",3552,False,0.2.0
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-07-11T10:29:59.933Z,This package contains samples that demonstrate the use of the Facebook library in VB.,Facebook.Sample.VB,False,1899-12-31T16:00:00-08:00,False,,Facebook,-1,False,5.0.50
CoreLogic Training Team,2011-07-16T05:03:25.817Z,This is a simple NuGet Package for encoding and decoding Html strings.,CoreLogicHtmlSecurityLibrary,False,2011-07-15T22:04:04.18-07:00,True,,,1216,False,1.0.0
Robert McLaws,2011-07-08T22:37:18.283Z,A code library with extension methods to help configure Windows Azure Role Instances. Requires the Windows Azure SDK 1.4 or later.,WindowsAzure.RoleTools,False,2011-09-03T13:26:09.237-07:00,True,,"Windows,Azure",6844,False,0.2.1
n/a,2011-07-14T19:20:31.047Z,Plasma provides web automation and testing capabilities to ASP.NET projects.,Plasma.WebDriver,False,2015-02-28T16:11:38.68-08:00,True,,"plasma,selenium,webdriver",2692,False,1.1.0.2
Outercurve Foundation,2011-07-16T10:39:15.43Z,"MvcContrib.FluentHtml is a library of extensible, strongly-typed HTML helpers that employs a fluent API to increase  productivty of authoring MVC views.",MvcContrib.Mvc3.FluentHtml-ci,False,2012-03-26T15:33:45.16-07:00,True,"MvcContrib.FluentHtml is a library of extensible, strongly-typed HTML helpers that employs a fluent API to increase  productivty of authoring MVC views.",mvc,91429,False,3.0.79
Tatham Oddie and Jamal Abreu,2011-07-14T01:40:26.213Z,"High performance, distributed unique id generator for Azure environments.",SnowMaker,False,2013-10-08T16:03:09.38-07:00,True,,Azure,44267,False,1.0.0.10
Andrew Miller,2011-07-16T02:54:52.323Z,A simple abstraction atop the Dapper extension methods for testability.,AnglicanGeek.DbExecutor,False,1899-12-31T16:00:00-08:00,False,,"AnglicanGeek,Dapper,Data",14314,False,0.1.2
Tatham Oddie,2011-07-15T05:30:01.117Z,This edge release is just whatever comes straight off our CI server. Neo4jClient is a .NET client for the Neo4j Rest Server. Neo4j is an open sourced java based transactional graph database that stores data structured in graphs rather than in tables.,Neo4jClient.Edge,False,1899-12-31T16:00:00-08:00,False,,"Neo4j,REST",-1,False,0.0.1.75
PHP Authors,2011-07-12T16:01:19.583Z,"PHP is an HTML-embedded scripting language. Much of its syntax is borrowed from C, Java and Perl with a couple of unique PHP-specific features thrown in. The goal of the language is to allow web developers to write dynamically generated pages quickly.
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",php,False,1899-12-31T16:00:00-08:00,False,PHP - widely-used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,"php,chocolatey,admin",-1,False,5.3.6
"Daniel Cazzulino,kzu,Clarius",2011-07-20T05:03:15.267Z,"Allows retrieving custom attributes from assemblies, types, methods, properties, etc. using a generic method.",netfx-System.Reflection.GetCustomAttribute,False,2012-08-10T10:12:24.99-07:00,True,,"netfx,reflection,generics",4062,False,1.0.0
"Chad Myers,Jeremy D. Miller,Joshua Flanagan",2011-07-14T22:39:30.103Z,A FubuMVC implementation of FubuValidation,FubuMVC.Validation,False,2014-03-01T07:57:37.28-08:00,True,,"fubumvc,mvc,nhibernate",70886,False,0.4.0.43
Phil Haack,2011-07-14T20:56:23.18Z,Sample code from Chapter 3 of the Professional ASP.NET MVC 3 book by Wrox. Demonstration of view code that lists albums in view.,Wrox.ProMvc3.Views.AlbumList,False,2011-07-14T13:56:23.447-07:00,True,,,2837,False,3.0.0.1
"Kevin Moore,Robby Ingebretsen,Derek Lakin",2011-07-10T06:39:56.357Z,"A collection of helpers and controls for .NET, WPF and Silverlight.",PixelLab.BOT,False,2012-06-12T13:59:23.213-07:00,True,,,13165,False,4.0.0
Jonathan Oliver,2011-07-11T19:34:57.21Z,"A domain project for quickly implementing CQRS functionality in domain models. This package is built against commit ebe07bfb60102f532ff9 on github. It's currently not ""officially"" released by Jonathan, more than in OSS form.",CommonDomain,False,2013-08-23T07:33:20.58-07:00,True,A domain project for quickly implementing CQRS functionality in domain models.,,17032,False,1.1.1
WP7Contrib,2011-07-15T23:16:12.56Z,All WP7Contrib assemblies IL Merged into a single assembly. Third party assemblies have not been merged.,WP7Contrib.All.Merged,False,2011-11-30T03:17:04.76-08:00,True,Complete WP7Contrib assemblies merged into a single assembly.,"wp7,wp7contrib",2722,False,1.0.0.10
Jaroslaw Kowalski,2011-07-18T14:24:52.883Z,NLog.Extended.dll for use with .NET Framework Extended profile. Supports server-specific targets and other extensions.,NLog.Extended,False,2018-04-06T22:57:10.473+00:00,True,NLog - Advanced .NET and Silverlight logging,,637380,True,2.0.0.2000
"Daniel Cazzulino,kzu,Clarius",2011-07-20T02:55:32.467Z,"Converts a date time to a readable natural time (i.e. '10 hours', '2 years') or relative time (i.e. '5 days ago').",netfx-System.Collections.Generic.DateTimeToNaturalTime,False,2011-07-19T19:55:33.703-07:00,True,,"netfx,datetime",2136,False,1.0.0
Stephen J Naughton,2011-07-13T11:17:30.247Z,"15 Filters for Dynamic Data; GreaterThan, GreaterThanOrEqual, LessThan, LessThanOrEqual, DateRange, Range, Autocomplete, Contains, MultiForeignKey, StartsWith, EndsWith, DateFrom, DataTo.",NotAClue.DynamicData.CustomFilters,False,2011-07-13T05:36:06.843-07:00,True,"15 Filters for Dynamic Data; GreaterThan, GreaterThanOrEqual, LessThan, LessThanOrEqual, DateRange, Range, Autocomplete, Contains, MultiForeignKey, StartsWith, EndsWith, DateFrom, DataTo.","NotAClue,DynamicData,Filters,GreaterThan,LessThan,DateRange,Range,Autocomplete,Contains,MultiForeignKey,StartsWith,EndsWith,DateFrom,DataTo",4257,False,1.2.1
Robert McLaws,2011-07-08T23:16:57.583Z,A code library with extension methods to help configure Windows Azure Role Instances. Requires the Windows Azure SDK 1.4 or later.,WindowsAzure.RoleTools,False,2011-09-03T13:26:09.237-07:00,True,,"Windows,Azure",6844,False,0.2.3
"Daniel Cazzulino,kzu,Clarius",2011-07-19T21:33:57.64Z,"Adds XmlDecode extension method to strings. Uses XLinq for the decoding, making it compliant with .NET handling of strings in XML attributes and elements.",netfx-System.Xml.XmlDecode,False,2011-07-19T14:33:58.79-07:00,True,,"netfx,xml",1330,False,1.0.0
Simon Green,2011-07-10T21:33:14.443Z,Embedly Client for .NET,embedly,False,2012-07-03T14:52:03.513-07:00,True,,embedly,5675,False,0.2.0
Cameron J Church,2011-07-20T13:26:21.89Z,Simple .Net MVC Logging Framework,CustomEventLog,False,2011-08-26T08:26:11.077-07:00,True,,".Net,MVC",3343,False,1.1.0
