authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Daniel Crenna,2011-06-03T00:10:17.1Z,Leave email delivery to the experts with this plugin to bring Postmark email services to your web application. Requires a Postmark account.,Postmark,False,2017-10-30T13:18:36.37+00:00,True,Leave email delivery to the experts with this plugin to bring Postmark email services to your web application.,"postmark,email,web,api,client,http,rest,services,wrapper,json",179882,False,1.0.6
Mark Rendle,2011-06-10T12:43:31.193Z,XML-based Mocking adapter for the Simple.Data data access library.,Simple.Data.Mocking,False,2012-11-29T15:55:35.243-08:00,True,,"database,data,.net40",32020,False,0.6.7
Mark Rendle,2011-06-08T22:52:40.3Z,ADO Adapter for the Simple.Data data access library.,Simple.Data.Ado,False,2014-11-01T14:44:34.48-07:00,True,,"sqlserver,database,data,ado,.net40",234211,False,0.6.6
"Chad Myers,Jeremy D. Miller,Joshua Flanagan",2011-06-09T23:53:17.757Z,A FubuMVC implementation of FubuValidation,FubuMVC.Validation,False,2014-03-01T07:57:37.28-08:00,True,,"fubumvc,mvc,nhibernate",70886,False,0.4.0.29
"Daniel Cazzulino,kzu,Clarius",2011-06-13T01:32:29.047Z,"Builds on top of HttpEntityClient and HttpClient and provides the easiest way to interface with typed REST services that are modeled around typed entities or contracts.

Example:
var products = client
	// Note: resource path inferred from Product type
	.Query<Product>()
	.OrderBy(x => x.Downloads)
	.Skip(25)
	.Take(25)
	.ToList();",netfx-System.Net.Http.HttpEntityConventionClient,False,2011-06-27T22:52:15.557-07:00,True,Simple CRUD + Query typed conventions HTTP client,"netfx,http,wcf,webapi",3678,False,1.1.0.1
"Chad Myers,Jeremy D. Miller,Joshua Flanagan",2011-06-10T17:24:25.45Z,Additional functionality useful for FubuMVC applications that use NHibernate and StructureMap,FubuMVC.FastPack,False,2012-04-25T12:05:13.46-07:00,True,,"fubumvc,mvc,nhibernate",47585,False,0.4.0.19
Matthew Noonan,2011-06-04T23:58:20.413Z,An object relational mapper library that uses the Data Access Application Block (DAAB) from the Enterprise Library.,EasyObjects.NET.EL3,False,2011-08-31T07:04:54.823-07:00,True,,"easyobjects,orm,enterprise,library,entlib,data,access,application,block,daab,.net20",2301,False,2.0.2
stimms,2011-06-04T18:12:40.18Z,Embedded JavaScript - An open source JavaScript Template library. EJS combines data and a template to product HTML.,EJS,False,2011-06-04T11:12:41.117-07:00,True,,"javascript,Templates",5002,False,1.0.0
"Alan McGovern,Olivier Dufour",2011-06-10T17:29:39.153Z,"MonoTorrent is a cross platform and open source implementation of the BitTorrent protocol. It supports many advanced features such as Encryption, DHT, Peer Exchange, Web Seeding and Magnet Links.
Notable features include:
-Encryption
-Dht
-Peer Exchange (uTorrent style)
-Local Peer Discovery
-Web Seeding (getright style)
-Magnet Links / Metadata download
-IPV6
-FAST Extensions
-Sparse files (NTFS file system)
-Multi-tracker torrents
-Compact tracker responses
-IP Address white listing / black listing
-Fast Resume
-Initial Seeding (super seeding)
-Selective downloading
-Prioritised downloading
-Full bittorrent tracker
-Dynamic request queue size
-Memory Cache
-Endgame mode
-Per torrent and global rate limiting
-Individual file relocation",MonoTorrent,False,1900-01-01T00:00:00+00:00,False,"MonoTorrent is a cross platform and open source implementation of the BitTorrent protocol. It supports many advanced features such as Encryption, DHT, Peer Exchange, Web Seeding and Magnet Links.",torrent,-1,False,0.9.0
Mark Rendle,2011-06-08T22:54:57.007Z,XML-based Mocking adapter for the Simple.Data data access library.,Simple.Data.Mocking,False,2012-11-29T15:55:35.243-08:00,True,,"database,data,.net40",32020,False,0.6.6
Mark Rendle,2011-06-08T22:54:01.41Z,SQL Server ADO provider for the Simple.Data data access library.,Simple.Data.SqlServer,False,2014-11-01T14:45:01.297-07:00,True,,"sqlserver,database,data,ado,.net40",195037,False,0.6.6
Edin Dazdarevic,2011-06-09T09:46:38.833Z,A small and easy to use .NET library for building lexical analysers at run-time.,Lesk,False,2011-06-09T02:59:23.88-07:00,True,,,1380,False,0.3.0
Matthew Noonan,2011-06-04T23:58:22.477Z,An object relational mapper library that uses the Data Access Application Block (DAAB) from the Enterprise Library.,EasyObjects.NET.EL4,False,2011-08-31T06:57:32.877-07:00,True,,"easyobjects,orm,enterprise,library,entlib,data,access,application,block,daab,.net35",2436,False,2.0.2
Gizmo Beach,2011-06-01T21:59:59.617Z,An easy-to-use management system for the ASP.NET Membership system built for ASP.NET MVC 3 applications.,SecurityGuard,False,2013-01-16T10:05:26.877-08:00,True,,"mvc,asp.net,membership,security,guard",13977,False,1.0.47.543
