authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Harry McIntyre,2012-05-18T16:25:41.633Z,Description,FormFactory,False,2018-03-12T09:51:06.5+00:00,True,,,91506,False,1.2.124
"XAct Software Solutions,Inc.",2012-05-19T00:00:27.03Z,"An XActLib assembly: a library that uses the interfaces defined in XAct.Security, in order to offer a WindowsAuthenticationService, and a WindowsAuthorizationService.",XAct.Security.Windows,False,2017-02-08T17:57:54.087-08:00,True,,"XAct,XActLib",89728,False,0.0.406
Josh Garverick,2012-05-20T03:37:10.19Z,A collection of extension methods that do a variety of different things.,Extensionista,False,2013-02-12T03:22:13.877-08:00,True,,,2221,False,1.3.5
"XAct Software Solutions,Inc.",2012-05-20T00:50:55.657Z,"An XActLib Assembly: library for working with Zip Packages (Compression + Structure). A poor man's Zip Solution, that requires no external assemblies beyond .NET. See DotNetZip for better functionality.",XAct.IO.Compression.ZipPackage,False,2017-02-08T17:57:22.977-08:00,True,,"XAct,XActLib",89506,False,0.0.418
S. van Deursen,2012-05-19T12:26:28.323Z,An adapter to implement CommonServiceLocator for Silverlight on top of the Simple Injector.,CommonServiceLocator.SimpleInjectorAdapter.Silverlight,False,1899-12-31T16:00:00-08:00,False,An adapter to implement CommonServiceLocator for Silverlight on top of the Simple Injector.,"simpleinjector,architecture,CommonServiceLocator,dependency-injection,DI,easy,easy-to-use,Inversion-of-Control,IOC,Servicelocator",-1,False,1.4.2.12140
Simon Cropp,2012-05-18T13:04:48.98Z,Extra type constraints for Enum and Delegate.,ExtraConstraints.Fody,False,2018-03-31T13:25:55.68+00:00,True,,"Type,Constraint,Enum,Delegate,ILWeaving,Fody,Cecil",12829,False,0.3.0
Demis Bellot,2012-05-20T00:12:24.82Z,"Light, simple and fast convention-based code-first POCO ORM for Firebird. 
		Support for Creating and Dropping Table Schemas from POCOs, Complex Property types transparently stored in schemaless text blobs in Firebird.",ServiceStack.OrmLite.Firebird,False,2018-01-02T14:50:05.543+00:00,True,,"Firebird,OrmLite,POCO,Code-First,Orm,Schema-less,Blobs",26628,False,3.7.8
Matthew Schrager,2012-05-19T10:06:26.933Z,A RavenDB implementation of the generic repository pattern.,Repository.RavenDB,False,2013-01-17T15:49:57.8-08:00,True,,"Repository,RavenDB",21244,False,1.0.1.18
Elemar JR,2012-05-19T20:35:03.277Z,IISExpress Automation. Good for acceptance tests.,IISExpress.Automation,False,2012-05-19T13:48:26.3-07:00,True,,"IISExpress,Automation",3719,False,0.1.0
Andy Edinborough,2012-05-18T01:32:06.39Z,Really simple library for working with OAuth and OpenID,OyAuth,True,2012-06-14T07:55:07.01-07:00,True,,,2744,False,1.0.0-beta7
Iain Hunter,2012-05-18T22:25:18.99Z,"Nant.Builder provides a set of nant scripts that allows you simply build, version and deploy your solution.  See the project site for more details",Nant.Builder,False,2012-08-07T13:59:11.823-07:00,True,"Package for getting Nant to automatically build, version and deploy your solution","nant,ci,continuous,integration,ccnet,cruisecontrol,azure",5743,False,1.0.0.3
