authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
"XAct Software Solutions,Inc.",2012-06-17T04:04:11.82Z,"An XActLib Assembly: library for working with Zip Packages (Compression + Structure). A poor man's Zip Solution, that requires no external assemblies beyond .NET. See DotNetZip for better functionality.",XAct.IO.Compression.ZipPackage,False,2017-02-08T17:57:22.977-08:00,True,,"XAct,XActLib",89506,False,0.0.489
Appfail,2012-06-17T12:16:29.03Z,Appfail monitors your web application for exceptions and reports them to appfail.net for rich failure analytics and notifications.,Appfail.WebForms,False,2012-07-04T05:58:04.997-07:00,True,,,54472,False,1.0.6
Appccelerate team,2012-06-15T08:05:20.747Z,"Notification component for synchronous and asynchronous loosly coupled notification with automatic thread switching:
      synchronous and asynchronous notification,
      automatic thread switching: to background or UI thread,
      loose coupling of event topic publishers and subscribers,
      publishers and subscribers are referenced by weak references and can therfore be garbage collected
      multiple publishers and/or subscribers for a single event topic,
      matchers for publications and subscriptions,
      thorough customizable logging,
      extension support,",Appccelerate.EventBroker,False,2015-01-14T02:17:58.43-08:00,True,Notification component for synchronous and asynchronous loosly coupled notification with automatic thread switching,"Appccelerate,EventBroker,publisher,subscriber,events,multi-threading,thread-switching",22161,False,1.0.29
"Kristof Degrave,Parashuram Narasimhan",2012-06-17T08:25:05.867Z,"With linq2indexeddb developpers can add, update, delete and search data on an easy way without having to think how to put up an connection, handeling transaction, etc. For now this project is still in development, so everything is subject to change.

Now only the basic CRUD operations are supported. In the near future this will be extended to multiple where clauses, joins, ...

Supports: 
- Internet Explorer 10+
- FireFox 8+
- Chrome 17+
- Safari 5+
- Opera 11.6+
- iOs Safari 3.2+
- Opera Mobile 11 +",Linq2IndexedDB,False,2014-03-15T03:41:39.953-07:00,True,Linq2indexeddb makes it easier for JavaScript developpers to make use of the client side database: IndexedDB.,"IndexedDB,HTML5,LINQ,Linq2IndexedDB,jQuery",7050,False,1.0.5
"Andy Reeves,Adam Ralph",2012-06-16T09:34:39.68Z,"Adds official StyleCop MSBuild targets to your project. Runs StyleCop analysis on your project with every build. Works both on a developer workstation (with or without Visual Studio) and on a build server. Includes official StyleCop binaries. Does not require installation of StyleCop on either a developer workstation or build server. For update notifications follow https://twitter.com/#!/adamralph and/or subscribe to http://adamralph.blogspot.com/.

NOTE: There is a known issue with NuGet Package Manager 1.8 or later. If you have problems installing this version of StyleCop.MSBuild, see http://nuget.codeplex.com/workitem/2253 for a workaround.

NOTE: If your solution is currently using StyleCop.MSBuild.4.7.17.0 or earlier, updating to this version will NOT work. Instead, uninstall your current version and then install this version.",StyleCop.MSBuild,False,2017-07-29T16:38:49.52+00:00,True,,,1594302,False,4.7.31.1
Craig Fecteau,2012-06-16T21:26:15.097Z,This package contains all the binaries needed to do a build on AppHarbor.,AppHarborSL5Binaries,False,1899-12-31T16:00:00-08:00,False,,,-1,False,1.0.3
"XAct Software Solutions,Inc.",2012-06-17T01:58:00.86Z,"An XAct Library Assembly: an Assembly that builds on the interfaces defined in XAct.Data, to provide RDBMS specific functionality.",XAct.Data.Db,False,2017-02-08T17:57:01.04-08:00,True,,"XAct,XActLib",96564,False,0.0.488
James Craig,2012-06-16T00:04:09.61Z,"Craig's Utility Library is one of the largest collections of utility classes and extension methods for .Net. It includes code to help with tasks including encryption, compression, serialization, file management, email, image manipulation, Active Directory, Exchange, SQL, various file formats (CSV, iCal, etc.), Cisco phone apps, WMI queries, randomization, math related classes, various data types, OAuth, OpenID, REST, reflection, code gen, various web services (Twitter, Hulu, Netflix, etc.), events, speech synthesis, speech recognition, code profiling, etc. Note that this is the package that will be updated going forward.",CraigsUtilityLibrary-DataTypes,False,2016-08-22T09:46:38.19-07:00,True,,"utility,utilities",163593,False,3.1.88
Trinity Western University,2012-06-15T18:08:22.177Z,"Nvelope is a set of language extensions for C# - a Batman utility belt to make Microsoft's favorite language faster, friendlier, and just a little bit sexier.",Nvelope,False,2015-10-26T15:28:14.52-07:00,True,,,9794,False,1.0.1.10
me,2012-06-15T13:21:21.323Z,A simple repository pattern implementation for entity framework code first.,MsPortfolioStack4.Repository,True,2012-06-15T06:31:14.063-07:00,True,,"ef,repository",904,False,1.0.4549.25474-alpha
