authors,created,description,id,is_prerelease,last_updated,listed,summary,tags,total_downloads,verified,version
Jonathan Allen,2011-11-29T06:09:29.007Z,Shared library for all Granite projects. Includes new types of collections and support for weak events.,Granite.Commons,False,2013-09-18T23:57:10.127-07:00,True,,".net40,sl4,sl3-wp,sl4-windowsphone71",10024,False,1.0.1
eXpand,2011-11-30T11:26:01.723Z,ImportWizard Module (Win) / eXpand Framework,eXpandImportWizardWin2,False,2018-04-09T16:13:24.823+00:00,True,ImportWizard Module (Win) / eXpand Framework,"DevExpress,eXpand",67763,False,11.2.5.2
Akil Burgess,2011-11-29T22:03:51.573Z,"Simple GitHub API Wrapper for .NET, Silverlight and Windows Phone",NGitHub,False,2012-06-23T01:17:29.757-07:00,True,,"GITHUB,GIT",4605,False,0.4.3
"CityIndex Ltd,Sky Sanders,David Laing",2011-11-29T21:54:32.653Z,RESTful-Webservice-Schema generates SMD and Jschema webservice definition from XML comments,RESTful-Webservice-Schema,False,1899-12-31T16:00:00-08:00,False,,,18269,False,1.0.220
Selenium Committers,2011-11-29T13:59:55.097Z,"Selenium is a set of different software tools each with a different approach to supporting browser automation. These tools are highly flexible, allowing many options for locating and manipulating elements within a browser, and one of its key features is the support for automating multiple browser platforms. This package contains the .NET bindings for the older, more procedural Selenium Remote Control (or Selenium RC) API, but implemented using the newer WebDriver technology. It does not require a running instance of the Selenium Server, and is not limited to the functionality available from within the JavaScript sandbox. It is intended as a transitional package to allow organizations with significant investment in the Selenium RC API to run their code with minimal modifications until they are able to migrate to the newer Selenium WebDriver API.",Selenium.WebDriverBackedSelenium,False,2018-04-12T15:57:17.07+00:00,True,"Implementation of the Selenium Remote Control (RC) API, using WebDriver technology","Selenium,WebDriver,remote,control,RC,browser,automation",543248,False,2.14.0
"Udi Dahan,Andreas Ohlund,Matt Burton,Jonathan Oliver et al",2011-11-30T10:36:29.997Z,The CastleWindsor Container for the nservicebus,NServiceBus.CastleWindsor-CI,False,1899-12-31T16:00:00-08:00,False,,"nservicebus,servicebus,msmq,cqrs,publish,subscribe",-1,False,3.0.1788
Amir Rajan,2011-11-30T12:04:51.727Z,Code that gives you a simple starting point for hypermedia usage in ASP.NET MVC.,restful-mvc,False,2011-11-30T04:04:53.94-08:00,True,,"rest,mvc,hypermedia",8328,False,1.4.6
Eddie Garmon,2011-11-30T19:10:41.987Z,Tree Traverse for Linq,adjunct-System.Linq.Traverse,False,2011-11-30T11:10:44.863-08:00,True,,"Adjunct,Linq,Tree,Traverse",2188,False,2.0.0
Daniel Wertheim - @@danielwertheim - http://daniel.wertheim.se,2011-11-27T20:29:20.057Z,"PineCone has been extracted from the open source document-oriented provider for SQL-server, SisoDb (http://sisodb.com). PineCone takes an instance of an C# class and builds a class-schema for it. This schema is then used to extract all primitive .Net types in the object-graph using some IL-Emits and then turns this to a key-value structure with paths and values.",PineCone,False,2012-08-03T08:21:57.67+00:00,True,PineCone takes an object graph and gives you indexes for it.,"indexing,structures,key-value,serialization",23134,False,0.33.0
Jess Chadwick,2011-11-28T14:02:18.777Z,Script and Stylesheet manager for ASP.NET applications,ClientResourceManager,False,2011-11-28T06:02:46.43-08:00,True,,"aspnet,ScriptManager,scripts,stylesheets",2199,False,0.6.0
Selenium Committers,2011-11-29T13:57:13.447Z,"Selenium is a set of different software tools each with a different approach to supporting browser automation. These tools are highly flexible, allowing many options for locating and manipulating elements within a browser, and one of its key features is the support for automating multiple browser platforms. This package contains the .NET bindings for the newer, more concise and object-based Selenium WebDriver API, which uses native OS-level events to manipulate the browser, bypassing the JavaScript sandbox, and does not require the Selenium Server to automate the browser.",Selenium.WebDriver,False,2018-04-12T15:56:43.4+00:00,True,.NET bindings for the Selenium WebDriver API,"Selenium,WebDriver,browser,automation",5202813,False,2.14.0
Alan Dean,2011-11-27T21:01:59.127Z,Describes the basic abstractions for Cavity Task Management.,Cavity.TaskManagement.Abstractions,False,2012-04-16T15:15:15.31-07:00,True,,,2123,False,1.1.0.751
eXpand,2011-11-27T18:18:45.087Z,Thumbnail Module (Web) / eXpand Framework,eXpandThumbnailWeb,False,2016-05-25T07:49:22.287-07:00,True,Thumbnail Module (Web) / eXpand Framework,"DevExpress,eXpand",57984,False,11.1.9.1
"JetBrains,Eddie Garmon",2011-11-30T19:09:09.973Z,"MVC Annotation attributes for use with ReSharper, so you dont have to reference the ReSharper DLLs directly.",adjunct-JetBrains.Annotations.AspMvc,False,2011-11-30T11:09:14.017-08:00,True,,"Adjunct,Annotations,ReSharper,MVC",9427,False,1.0.0
Valeriu Caraulean,2011-11-30T14:50:11.303Z,"Integration of Caliburn.Micro with Telerik's Silverlight controls: conventions, IWindowManager implementation (TelerikWindowManager), extensions methods to IWindowManager: Alert, Confirm, Prompt. Source code with sample projects available at https://github.com/vcaraulean/Caliburn.Micro.Telerik .",Caliburn.Micro.Telerik,False,2013-07-03T07:10:30.09-07:00,True,,"Caliburn.Micro,Silverlight,Telerik,SL40",17955,False,1.3.2
"JetBrains,Eddie Garmon",2011-11-30T19:09:15.673Z,"Annotation attributes for use with ReSharper, so you dont have to reference the ReSharper DLLs directly.",adjunct-JetBrains.Annotations.Core,False,2011-11-30T11:09:16.863-08:00,True,,"Adjunct,Annotations,ReSharper",14835,False,1.0.0
